nom_reg_rbd_a,depe,zona,cod_ense2,categoria_asistencia,estudiantes,tasa_asistencia_promedio
LGBO,Particular Subvencionado,Rural,1,Asistencia esperada,66,0.9416288154120036
LGBO,Particular Subvencionado,Rural,1,Inasistencia Crítica,6,0.12770087530566573
LGBO,Particular Subvencionado,Rural,1,Inasistencia Grave,85,0.7424791920181474
LGBO,Particular Subvencionado,Rural,1,Inasistencia Reiterada,43,0.8789185771397137
LGBO,Particular Subvencionado,Rural,2,Asistencia esperada,1085,0.9556507465493845
LGBO,Particular Subvencionado,Rural,2,Inasistencia Crítica,34,0.24339411056309737
LGBO,Particular Subvencionado,Rural,2,Inasistencia Grave,263,0.7803505508357429
LGBO,Particular Subvencionado,Rural,2,Inasistencia Reiterada,243,0.8777516565868676
LGBO,Particular Subvencionado,Rural,3,Asistencia esperada,53,0.9801072008296643
LGBO,Particular Subvencionado,Rural,3,Inasistencia Crítica,14,0.163794613870366
LGBO,Particular Subvencionado,Rural,3,Inasistencia Grave,7,0.7480878658596009
LGBO,Particular Subvencionado,Rural,3,Inasistencia Reiterada,1,0.85
LGBO,Particular Subvencionado,Rural,4,Asistencia esperada,136,0.991288485690324
LGBO,Particular Subvencionado,Rural,4,Inasistencia Crítica,2,0.44508670520231214
LGBO,Particular Subvencionado,Rural,4,Inasistencia Grave,8,0.731673786893059
LGBO,Particular Subvencionado,Rural,5,Asistencia esperada,125,0.9446035778018063
LGBO,Particular Subvencionado,Rural,5,Inasistencia Crítica,2,0.4108100233100233
LGBO,Particular Subvencionado,Rural,5,Inasistencia Grave,50,0.7874229895940539
LGBO,Particular Subvencionado,Rural,5,Inasistencia Reiterada,40,0.8816370624877088
LGBO,Particular Subvencionado,Rural,6,Asistencia esperada,100,0.9813970334343675
LGBO,Particular Subvencionado,Rural,6,Inasistencia Crítica,27,0.2362175568954882
LGBO,Particular Subvencionado,Rural,6,Inasistencia Grave,17,0.7258187159902675
LGBO,Particular Subvencionado,Rural,6,Inasistencia Reiterada,16,0.873894023381573
LGBO,Particular Subvencionado,Rural,7,Asistencia esperada,365,0.9525600287453767
LGBO,Particular Subvencionado,Rural,7,Inasistencia Crítica,16,0.30334978972220994
LGBO,Particular Subvencionado,Rural,7,Inasistencia Grave,87,0.7758910634398415
LGBO,Particular Subvencionado,Rural,7,Inasistencia Reiterada,97,0.8786654236913515
LGBO,Particular Subvencionado,Urbano,1,Asistencia esperada,3415,0.9546546498476841
LGBO,Particular Subvencionado,Urbano,1,Inasistencia Crítica,238,0.27372271461699604
LGBO,Particular Subvencionado,Urbano,1,Inasistencia Grave,2617,0.752647190779496
LGBO,Particular Subvencionado,Urbano,1,Inasistencia Reiterada,1342,0.8754591866802773
LGBO,Particular Subvencionado,Urbano,2,Asistencia esperada,30648,0.9568603384820452
LGBO,Particular Subvencionado,Urbano,2,Inasistencia Crítica,512,0.27379670901230363
LGBO,Particular Subvencionado,Urbano,2,Inasistencia Grave,7650,0.7739930717770502
LGBO,Particular Subvencionado,Urbano,2,Inasistencia Reiterada,7888,0.877462046809843
LGBO,Particular Subvencionado,Urbano,3,Asistencia esperada,249,0.9757843688281552
LGBO,Particular Subvencionado,Urbano,3,Inasistencia Crítica,136,0.2344901250884785
LGBO,Particular Subvencionado,Urbano,3,Inasistencia Grave,147,0.7140251374489415
LGBO,Particular Subvencionado,Urbano,3,Inasistencia Reiterada,34,0.8731961407103825
LGBO,Particular Subvencionado,Urbano,4,Asistencia esperada,7377,0.9824303554330578
LGBO,Particular Subvencionado,Urbano,4,Inasistencia Crítica,330,0.22290388336429157
LGBO,Particular Subvencionado,Urbano,4,Inasistencia Grave,720,0.7373872925885269
LGBO,Particular Subvencionado,Urbano,4,Inasistencia Reiterada,451,0.8765176601495113
LGBO,Particular Subvencionado,Urbano,5,Asistencia esperada,12809,0.9589232484843565
LGBO,Particular Subvencionado,Urbano,5,Inasistencia Crítica,392,0.26884643092467675
LGBO,Particular Subvencionado,Urbano,5,Inasistencia Grave,2597,0.7694812821417776
LGBO,Particular Subvencionado,Urbano,5,Inasistencia Reiterada,2824,0.8781349484928144
LGBO,Particular Subvencionado,Urbano,6,Asistencia esperada,1010,0.969267002649396
LGBO,Particular Subvencionado,Urbano,6,Inasistencia Crítica,334,0.26823784807459256
LGBO,Particular Subvencionado,Urbano,6,Inasistencia Grave,358,0.7287319720502199
LGBO,Particular Subvencionado,Urbano,6,Inasistencia Reiterada,171,0.8769753277663039
LGBO,Particular Subvencionado,Urbano,7,Asistencia esperada,774,0.9597923260898584
LGBO,Particular Subvencionado,Urbano,7,Inasistencia Crítica,39,0.26420154739203605
LGBO,Particular Subvencionado,Urbano,7,Inasistencia Grave,237,0.7543065761142719
LGBO,Particular Subvencionado,Urbano,7,Inasistencia Reiterada,171,0.8758930228926123
LGBO,Particular Subvencionado,Urbano,8,Asistencia esperada,37,0.9814030300527626
LGBO,Particular Subvencionado,Urbano,8,Inasistencia Crítica,21,0.2368289937700598
LGBO,Particular Subvencionado,Urbano,8,Inasistencia Grave,53,0.7069236325674441
LGBO,Particular Subvencionado,Urbano,8,Inasistencia Reiterada,2,0.8723733555568784
LGBO,SLEP,Rural,1,Asistencia esperada,406,0.9640131419219672
LGBO,SLEP,Rural,1,Inasistencia Crítica,18,0.3008008731603
LGBO,SLEP,Rural,1,Inasistencia Grave,181,0.7458389897402294
LGBO,SLEP,Rural,1,Inasistencia Reiterada,74,0.8775880187144482
LGBO,SLEP,Rural,2,Asistencia esperada,2688,0.9591019159369228
LGBO,SLEP,Rural,2,Inasistencia Crítica,58,0.29669242543472385
LGBO,SLEP,Rural,2,Inasistencia Grave,630,0.7722920358296063
LGBO,SLEP,Rural,2,Inasistencia Reiterada,551,0.878011466072562
LGBO,SLEP,Rural,3,Inasistencia Crítica,1,0.43373493975903615
LGBO,SLEP,Rural,3,Inasistencia Grave,1,0.572289156626506
LGBO,SLEP,Rural,6,Asistencia esperada,15,0.9477827409888151
LGBO,SLEP,Rural,6,Inasistencia Crítica,38,0.18941227971553828
LGBO,SLEP,Rural,6,Inasistencia Grave,25,0.7396615783619593
LGBO,SLEP,Rural,6,Inasistencia Reiterada,6,0.8752753824416271
LGBO,SLEP,Urbano,1,Asistencia esperada,175,0.9543691634884583
LGBO,SLEP,Urbano,1,Inasistencia Crítica,31,0.23360572141345412
LGBO,SLEP,Urbano,1,Inasistencia Grave,170,0.7261141366292707
LGBO,SLEP,Urbano,1,Inasistencia Reiterada,61,0.8766335119449968
LGBO,SLEP,Urbano,2,Asistencia esperada,1801,0.9546761038065137
LGBO,SLEP,Urbano,2,Inasistencia Crítica,110,0.26917445704993326
LGBO,SLEP,Urbano,2,Inasistencia Grave,796,0.7489498725288737
LGBO,SLEP,Urbano,2,Inasistencia Reiterada,498,0.8763271287682668
LGBO,SLEP,Urbano,3,Asistencia esperada,35,0.9615789794178541
LGBO,SLEP,Urbano,3,Inasistencia Crítica,24,0.2580227743271222
LGBO,SLEP,Urbano,3,Inasistencia Grave,29,0.6716618306493012
LGBO,SLEP,Urbano,3,Inasistencia Reiterada,4,0.8649068322981366
LGBO,SLEP,Urbano,4,Asistencia esperada,96,0.9676711366007065
LGBO,SLEP,Urbano,4,Inasistencia Crítica,35,0.1802256049244001
LGBO,SLEP,Urbano,4,Inasistencia Grave,44,0.7133483963468205
LGBO,SLEP,Urbano,4,Inasistencia Reiterada,18,0.8828082805587526
LGBO,SLEP,Urbano,5,Asistencia esperada,1134,0.9551658544995072
LGBO,SLEP,Urbano,5,Inasistencia Crítica,126,0.265452875991667
LGBO,SLEP,Urbano,5,Inasistencia Grave,661,0.75452737757437
LGBO,SLEP,Urbano,5,Inasistencia Reiterada,387,0.8753157175032953
LGBO,SLEP,Urbano,6,Asistencia esperada,167,0.9760083294544176
LGBO,SLEP,Urbano,6,Inasistencia Crítica,151,0.18548803313261122
LGBO,SLEP,Urbano,6,Inasistencia Grave,133,0.6691679802691677
LGBO,SLEP,Urbano,6,Inasistencia Reiterada,33,0.8776181553503536
LGBO,SLEP,Urbano,7,Asistencia esperada,498,0.9628352697660865
LGBO,SLEP,Urbano,7,Inasistencia Crítica,34,0.2625813996700144
LGBO,SLEP,Urbano,7,Inasistencia Grave,142,0.741875811210899
LGBO,SLEP,Urbano,7,Inasistencia Reiterada,97,0.8770359536409357
LGBO,SLEP,Urbano,8,Asistencia esperada,47,0.9749337492406198
LGBO,SLEP,Urbano,8,Inasistencia Crítica,23,0.2706203418128634
LGBO,SLEP,Urbano,8,Inasistencia Grave,15,0.6238357260041778
LGBO,SLEP,Urbano,8,Inasistencia Reiterada,1,0.8633540372670807
MAG,Particular Subvencionado,Urbano,1,Asistencia esperada,411,0.9451108668518317
MAG,Particular Subvencionado,Urbano,1,Inasistencia Crítica,26,0.3205241037561146
MAG,Particular Subvencionado,Urbano,1,Inasistencia Grave,376,0.7510585763381363
MAG,Particular Subvencionado,Urbano,1,Inasistencia Reiterada,177,0.8776339957437636
MAG,Particular Subvencionado,Urbano,2,Asistencia esperada,3318,0.9473203126468923
MAG,Particular Subvencionado,Urbano,2,Inasistencia Crítica,77,0.298648118170704
MAG,Particular Subvencionado,Urbano,2,Inasistencia Grave,1417,0.776807315621018
MAG,Particular Subvencionado,Urbano,2,Inasistencia Reiterada,1357,0.8761555873116571
MAG,Particular Subvencionado,Urbano,3,Asistencia esperada,17,0.9568029198003787
MAG,Particular Subvencionado,Urbano,3,Inasistencia Crítica,7,0.22958986369237117
MAG,Particular Subvencionado,Urbano,3,Inasistencia Grave,13,0.7178610691050563
MAG,Particular Subvencionado,Urbano,3,Inasistencia Reiterada,6,0.8738815994224409
MAG,Particular Subvencionado,Urbano,4,Asistencia esperada,845,0.9743814708531136
MAG,Particular Subvencionado,Urbano,4,Inasistencia Crítica,51,0.17881110466298042
MAG,Particular Subvencionado,Urbano,4,Inasistencia Grave,89,0.7491585445303183
MAG,Particular Subvencionado,Urbano,4,Inasistencia Reiterada,61,0.880931062670661
MAG,Particular Subvencionado,Urbano,5,Asistencia esperada,1457,0.9478368955443213
MAG,Particular Subvencionado,Urbano,5,Inasistencia Crítica,66,0.29962758698815894
MAG,Particular Subvencionado,Urbano,5,Inasistencia Grave,660,0.7738546682282634
MAG,Particular Subvencionado,Urbano,5,Inasistencia Reiterada,567,0.8777023956029851
MAG,Particular Subvencionado,Urbano,6,Asistencia esperada,252,0.9719720593589126
MAG,Particular Subvencionado,Urbano,6,Inasistencia Crítica,73,0.2226083373321013
MAG,Particular Subvencionado,Urbano,6,Inasistencia Grave,70,0.6896710871089853
MAG,Particular Subvencionado,Urbano,6,Inasistencia Reiterada,33,0.8819107784159821
MAG,Particular Subvencionado,Urbano,7,Asistencia esperada,301,0.9397262927225332
MAG,Particular Subvencionado,Urbano,7,Inasistencia Crítica,17,0.296393370598187
MAG,Particular Subvencionado,Urbano,7,Inasistencia Grave,226,0.771983668749821
MAG,Particular Subvencionado,Urbano,7,Inasistencia Reiterada,166,0.8762378973898339
MAG,SLEP,Rural,1,Asistencia esperada,8,0.9338666502552249
MAG,SLEP,Rural,1,Inasistencia Crítica,1,0.07407407407407407
MAG,SLEP,Rural,1,Inasistencia Grave,15,0.7265291592194659
MAG,SLEP,Rural,1,Inasistencia Reiterada,9,0.8714543577788239
MAG,SLEP,Rural,2,Asistencia esperada,95,0.9405102338414553
MAG,SLEP,Rural,2,Inasistencia Crítica,2,0.3728004022121669
MAG,SLEP,Rural,2,Inasistencia Grave,77,0.7603328103154537
MAG,SLEP,Rural,2,Inasistencia Reiterada,49,0.8734429223487722
MAG,SLEP,Urbano,1,Asistencia esperada,343,0.9357031363014245
MAG,SLEP,Urbano,1,Inasistencia Crítica,76,0.29142615842099084
MAG,SLEP,Urbano,1,Inasistencia Grave,709,0.7366199478565393
MAG,SLEP,Urbano,1,Inasistencia Reiterada,257,0.8747888428798594
MAG,SLEP,Urbano,2,Asistencia esperada,3099,0.9381157246754489
MAG,SLEP,Urbano,2,Inasistencia Crítica,232,0.2478909580664359
MAG,SLEP,Urbano,2,Inasistencia Grave,3264,0.766275589439763
MAG,SLEP,Urbano,2,Inasistencia Reiterada,1960,0.8755145280487974
MAG,SLEP,Urbano,3,Asistencia esperada,22,0.9624057430531145
MAG,SLEP,Urbano,3,Inasistencia Crítica,47,0.17691737278746264
MAG,SLEP,Urbano,3,Inasistencia Grave,49,0.6998985376232152
MAG,SLEP,Urbano,3,Inasistencia Reiterada,11,0.8661781087781496
MAG,SLEP,Urbano,4,Asistencia esperada,68,0.9507689118737939
MAG,SLEP,Urbano,4,Inasistencia Crítica,15,0.3650358603618133
MAG,SLEP,Urbano,4,Inasistencia Grave,67,0.7175889262416025
MAG,SLEP,Urbano,4,Inasistencia Reiterada,14,0.8775900221572653
MAG,SLEP,Urbano,5,Asistencia esperada,1180,0.9435208622559671
MAG,SLEP,Urbano,5,Inasistencia Crítica,78,0.27926605056289217
MAG,SLEP,Urbano,5,Inasistencia Grave,733,0.7710631997951549
MAG,SLEP,Urbano,5,Inasistencia Reiterada,561,0.8761466892635904
MAG,SLEP,Urbano,6,Asistencia esperada,111,0.9582962112588256
MAG,SLEP,Urbano,6,Inasistencia Crítica,137,0.21365204050105435
MAG,SLEP,Urbano,6,Inasistencia Grave,188,0.7092793881912556
MAG,SLEP,Urbano,6,Inasistencia Reiterada,43,0.8753859754225365
MAG,SLEP,Urbano,7,Asistencia esperada,661,0.9434753187156592
MAG,SLEP,Urbano,7,Inasistencia Crítica,99,0.27069233981273033
MAG,SLEP,Urbano,7,Inasistencia Grave,748,0.7548089711272569
MAG,SLEP,Urbano,7,Inasistencia Reiterada,382,0.8753541331034891
MAG,SLEP,Urbano,8,Asistencia esperada,10,0.9298184913767106
MAG,SLEP,Urbano,8,Inasistencia Crítica,30,0.2161581487230073
MAG,SLEP,Urbano,8,Inasistencia Grave,38,0.7371605985599179
MAG,SLEP,Urbano,8,Inasistencia Reiterada,8,0.8799950501119963
MAULE,Corporación Admin Delegada,Urbano,5,Asistencia esperada,429,0.9455166605341291
MAULE,Corporación Admin Delegada,Urbano,5,Inasistencia Crítica,51,0.3025548309742412
MAULE,Corporación Admin Delegada,Urbano,5,Inasistencia Grave,265,0.7512990385960308
MAULE,Corporación Admin Delegada,Urbano,5,Inasistencia Reiterada,170,0.8790747435399645
MAULE,Corporación Admin Delegada,Urbano,7,Asistencia esperada,1164,0.9495286978384152
MAULE,Corporación Admin Delegada,Urbano,7,Inasistencia Crítica,71,0.25015036927025197
MAULE,Corporación Admin Delegada,Urbano,7,Inasistencia Grave,457,0.7586886754785453
MAULE,Corporación Admin Delegada,Urbano,7,Inasistencia Reiterada,387,0.8768916646386309
MAULE,Municipal,Rural,1,Asistencia esperada,2104,0.9577091296187321
MAULE,Municipal,Rural,1,Inasistencia Crítica,211,0.29924888733159427
MAULE,Municipal,Rural,1,Inasistencia Grave,1672,0.7370823720574459
MAULE,Municipal,Rural,1,Inasistencia Reiterada,636,0.8752922219476277
MAULE,Municipal,Rural,2,Asistencia esperada,19563,0.9598544728873235
MAULE,Municipal,Rural,2,Inasistencia Crítica,294,0.2748532140549644
MAULE,Municipal,Rural,2,Inasistencia Grave,4110,0.7736239009234663
MAULE,Municipal,Rural,2,Inasistencia Reiterada,3992,0.8771864120970411
MAULE,Municipal,Rural,3,Asistencia esperada,4,0.9693623350065068
MAULE,Municipal,Rural,3,Inasistencia Crítica,11,0.202832170770653
MAULE,Municipal,Rural,3,Inasistencia Reiterada,3,0.8745310755096826
MAULE,Municipal,Rural,4,Asistencia esperada,80,0.9729488687349862
MAULE,Municipal,Rural,4,Inasistencia Crítica,11,0.21471052002240043
MAULE,Municipal,Rural,4,Inasistencia Grave,38,0.7389809486482006
MAULE,Municipal,Rural,4,Inasistencia Reiterada,16,0.8786425612377707
MAULE,Municipal,Rural,5,Asistencia esperada,571,0.9531784424971486
MAULE,Municipal,Rural,5,Inasistencia Crítica,29,0.2842211831238329
MAULE,Municipal,Rural,5,Inasistencia Grave,192,0.7721775418565975
MAULE,Municipal,Rural,5,Inasistencia Reiterada,169,0.8769792238297723
MAULE,Municipal,Rural,6,Asistencia esperada,132,0.970363209891478
MAULE,Municipal,Rural,6,Inasistencia Crítica,87,0.18413376927636396
MAULE,Municipal,Rural,6,Inasistencia Grave,74,0.695824375732967
MAULE,Municipal,Rural,6,Inasistencia Reiterada,20,0.8819957722132898
MAULE,Municipal,Rural,7,Asistencia esperada,230,0.9503834907791858
MAULE,Municipal,Rural,7,Inasistencia Crítica,29,0.26498283494517844
MAULE,Municipal,Rural,7,Inasistencia Grave,159,0.7564280564620434
MAULE,Municipal,Rural,7,Inasistencia Reiterada,124,0.87600228556973
MAULE,Municipal,Urbano,1,Asistencia esperada,2783,0.9595158758195417
MAULE,Municipal,Urbano,1,Inasistencia Crítica,351,0.27914033486787415
MAULE,Municipal,Urbano,1,Inasistencia Grave,1730,0.7357310216323381
MAULE,Municipal,Urbano,1,Inasistencia Reiterada,701,0.8756976267792309
MAULE,Municipal,Urbano,2,Asistencia esperada,25518,0.9578734789210065
MAULE,Municipal,Urbano,2,Inasistencia Crítica,837,0.269112753696229
MAULE,Municipal,Urbano,2,Inasistencia Grave,7390,0.7656578926485175
MAULE,Municipal,Urbano,2,Inasistencia Reiterada,5941,0.8768907436723464
MAULE,Municipal,Urbano,3,Asistencia esperada,253,0.9673855312249389
MAULE,Municipal,Urbano,3,Inasistencia Crítica,209,0.2433424211453005
MAULE,Municipal,Urbano,3,Inasistencia Grave,176,0.7168910914309209
MAULE,Municipal,Urbano,3,Inasistencia Reiterada,72,0.8739537299484897
MAULE,Municipal,Urbano,4,Asistencia esperada,595,0.9651917508015022
MAULE,Municipal,Urbano,4,Inasistencia Crítica,147,0.24608270827649661
MAULE,Municipal,Urbano,4,Inasistencia Grave,313,0.7252859021921498
MAULE,Municipal,Urbano,4,Inasistencia Reiterada,112,0.8750227746605848
MAULE,Municipal,Urbano,5,Asistencia esperada,8926,0.9527785459748473
MAULE,Municipal,Urbano,5,Inasistencia Crítica,556,0.26495720865550615
MAULE,Municipal,Urbano,5,Inasistencia Grave,3086,0.7606709065460731
MAULE,Municipal,Urbano,5,Inasistencia Reiterada,2431,0.876671567125198
MAULE,Municipal,Urbano,6,Asistencia esperada,580,0.9704449207613736
MAULE,Municipal,Urbano,6,Inasistencia Crítica,520,0.21625616492758254
MAULE,Municipal,Urbano,6,Inasistencia Grave,406,0.6973514877517594
MAULE,Municipal,Urbano,6,Inasistencia Reiterada,104,0.8744168296520046
MAULE,Municipal,Urbano,7,Asistencia esperada,6948,0.9527576660781406
MAULE,Municipal,Urbano,7,Inasistencia Crítica,724,0.2542393201551011
MAULE,Municipal,Urbano,7,Inasistencia Grave,3061,0.7516144056278361
MAULE,Municipal,Urbano,7,Inasistencia Reiterada,2199,0.8768104223989482
MAULE,Municipal,Urbano,8,Asistencia esperada,113,0.9500449190917966
MAULE,Municipal,Urbano,8,Inasistencia Crítica,224,0.20412078924366642
MAULE,Municipal,Urbano,8,Inasistencia Grave,184,0.6977443463580322
MAULE,Municipal,Urbano,8,Inasistencia Reiterada,54,0.8768482725555155
MAULE,Particular Subvencionado,Rural,1,Asistencia esperada,350,0.9680961230105475
MAULE,Particular Subvencionado,Rural,1,Inasistencia Crítica,14,0.2114124449919533
MAULE,Particular Subvencionado,Rural,1,Inasistencia Grave,175,0.7358616280904409
MAULE,Particular Subvencionado,Rural,1,Inasistencia Reiterada,64,0.8767363339694798
MAULE,Particular Subvencionado,Rural,2,Asistencia esperada,2714,0.9741709967348129
MAULE,Particular Subvencionado,Rural,2,Inasistencia Crítica,24,0.29128917856986764
MAULE,Particular Subvencionado,Rural,2,Inasistencia Grave,360,0.7727893624477595
MAULE,Particular Subvencionado,Rural,2,Inasistencia Reiterada,324,0.8777518198579763
MAULE,Particular Subvencionado,Rural,4,Asistencia esperada,382,0.9811230788827887
MAULE,Particular Subvencionado,Rural,4,Inasistencia Crítica,13,0.20002115945875923
MAULE,Particular Subvencionado,Rural,4,Inasistencia Grave,45,0.7640523816235105
MAULE,Particular Subvencionado,Rural,4,Inasistencia Reiterada,47,0.8808937259322384
MAULE,Particular Subvencionado,Rural,5,Asistencia esperada,544,0.9770151201764596
MAULE,Particular Subvencionado,Rural,5,Inasistencia Crítica,10,0.31786521823587116
MAULE,Particular Subvencionado,Rural,5,Inasistencia Grave,95,0.7749584939047509
MAULE,Particular Subvencionado,Rural,5,Inasistencia Reiterada,70,0.8730707121883983
MAULE,Particular Subvencionado,Rural,7,Asistencia esperada,588,0.9623921871838218
MAULE,Particular Subvencionado,Rural,7,Inasistencia Crítica,34,0.2529404262384171
MAULE,Particular Subvencionado,Rural,7,Inasistencia Grave,154,0.743467963172074
MAULE,Particular Subvencionado,Rural,7,Inasistencia Reiterada,109,0.8783406366340436
MAULE,Particular Subvencionado,Urbano,1,Asistencia esperada,4895,0.9602304361660216
MAULE,Particular Subvencionado,Urbano,1,Inasistencia Crítica,256,0.2964573427020215
MAULE,Particular Subvencionado,Urbano,1,Inasistencia Grave,2820,0.7489091372371794
MAULE,Particular Subvencionado,Urbano,1,Inasistencia Reiterada,1385,0.8755853896055911
MAULE,Particular Subvencionado,Urbano,2,Asistencia esperada,35807,0.9600583671774436
MAULE,Particular Subvencionado,Urbano,2,Inasistencia Crítica,483,0.27515252793886336
MAULE,Particular Subvencionado,Urbano,2,Inasistencia Grave,6851,0.7769733561405684
MAULE,Particular Subvencionado,Urbano,2,Inasistencia Reiterada,7195,0.8773933287739868
MAULE,Particular Subvencionado,Urbano,3,Asistencia esperada,188,0.9628544350930823
MAULE,Particular Subvencionado,Urbano,3,Inasistencia Crítica,118,0.19820515001134095
MAULE,Particular Subvencionado,Urbano,3,Inasistencia Grave,192,0.74822542493878
MAULE,Particular Subvencionado,Urbano,3,Inasistencia Reiterada,57,0.8753646235517707
MAULE,Particular Subvencionado,Urbano,4,Asistencia esperada,7532,0.9826928675063538
MAULE,Particular Subvencionado,Urbano,4,Inasistencia Crítica,406,0.2483022184758055
MAULE,Particular Subvencionado,Urbano,4,Inasistencia Grave,631,0.732388082148126
MAULE,Particular Subvencionado,Urbano,4,Inasistencia Reiterada,438,0.8771405416244052
MAULE,Particular Subvencionado,Urbano,5,Asistencia esperada,14141,0.9619840830434413
MAULE,Particular Subvencionado,Urbano,5,Inasistencia Crítica,441,0.27149719887046986
MAULE,Particular Subvencionado,Urbano,5,Inasistencia Grave,2470,0.7645995423738998
MAULE,Particular Subvencionado,Urbano,5,Inasistencia Reiterada,2721,0.8779509559491662
MAULE,Particular Subvencionado,Urbano,6,Asistencia esperada,2075,0.9648485503853185
MAULE,Particular Subvencionado,Urbano,6,Inasistencia Crítica,687,0.21603077840880397
MAULE,Particular Subvencionado,Urbano,6,Inasistencia Grave,852,0.721089351312252
MAULE,Particular Subvencionado,Urbano,6,Inasistencia Reiterada,360,0.8771004102040387
MAULE,Particular Subvencionado,Urbano,7,Asistencia esperada,4941,0.959658726401002
MAULE,Particular Subvencionado,Urbano,7,Inasistencia Crítica,248,0.267239202463651
MAULE,Particular Subvencionado,Urbano,7,Inasistencia Grave,1211,0.7563478753608308
MAULE,Particular Subvencionado,Urbano,7,Inasistencia Reiterada,1033,0.8781719685821889
NUBLE,Corporación Admin Delegada,Urbano,5,Asistencia esperada,209,0.9375852596482361
NUBLE,Corporación Admin Delegada,Urbano,5,Inasistencia Crítica,31,0.30488285022273964
NUBLE,Corporación Admin Delegada,Urbano,5,Inasistencia Grave,186,0.7537942338825202
NUBLE,Corporación Admin Delegada,Urbano,5,Inasistencia Reiterada,151,0.8794893890824544
NUBLE,Corporación Admin Delegada,Urbano,7,Asistencia esperada,407,0.940683662563159
NUBLE,Corporación Admin Delegada,Urbano,7,Inasistencia Crítica,80,0.27178552940305056
NUBLE,Corporación Admin Delegada,Urbano,7,Inasistencia Grave,503,0.7445615771757154
NUBLE,Corporación Admin Delegada,Urbano,7,Inasistencia Reiterada,298,0.8771210379204899
NUBLE,Municipal,Rural,1,Asistencia esperada,558,0.9586128969587127
NUBLE,Municipal,Rural,1,Inasistencia Crítica,40,0.3029818626605518
NUBLE,Municipal,Rural,1,Inasistencia Grave,299,0.7415273886618111
NUBLE,Municipal,Rural,1,Inasistencia Reiterada,141,0.8758808100282158
NUBLE,Municipal,Rural,2,Asistencia esperada,4522,0.9628457577646116
NUBLE,Municipal,Rural,2,Inasistencia Crítica,53,0.23062206667273988
NUBLE,Municipal,Rural,2,Inasistencia Grave,685,0.772670994757069
NUBLE,Municipal,Rural,2,Inasistencia Reiterada,720,0.8774024351381673
NUBLE,Municipal,Rural,3,Asistencia esperada,3,0.9554334554334555
NUBLE,Municipal,Rural,3,Inasistencia Crítica,2,0.3129251700680272
NUBLE,Municipal,Rural,3,Inasistencia Reiterada,2,0.8692307692307693
NUBLE,Municipal,Rural,4,Asistencia esperada,1,0.9248554913294798
NUBLE,Municipal,Rural,4,Inasistencia Crítica,2,0.3930635838150289
NUBLE,Municipal,Rural,4,Inasistencia Grave,3,0.7571674851869559
NUBLE,Municipal,Rural,5,Asistencia esperada,472,0.966380534245642
NUBLE,Municipal,Rural,5,Inasistencia Crítica,14,0.23425192187609128
NUBLE,Municipal,Rural,5,Inasistencia Grave,54,0.7585791599254981
NUBLE,Municipal,Rural,5,Inasistencia Reiterada,55,0.882980708452244
NUBLE,Municipal,Rural,6,Asistencia esperada,35,0.9424514521255529
NUBLE,Municipal,Rural,6,Inasistencia Crítica,23,0.1360568916864951
NUBLE,Municipal,Rural,6,Inasistencia Grave,15,0.6907148454528925
NUBLE,Municipal,Rural,6,Inasistencia Reiterada,4,0.8852744845423497
NUBLE,Municipal,Rural,7,Asistencia esperada,186,0.9598003244929864
NUBLE,Municipal,Rural,7,Inasistencia Crítica,8,0.19339850299271857
NUBLE,Municipal,Rural,7,Inasistencia Grave,35,0.7680424940991234
NUBLE,Municipal,Rural,7,Inasistencia Reiterada,27,0.8774831883303278
NUBLE,Municipal,Urbano,1,Asistencia esperada,1154,0.9610634980113899
NUBLE,Municipal,Urbano,1,Inasistencia Crítica,94,0.2747377433751405
NUBLE,Municipal,Urbano,1,Inasistencia Grave,517,0.7376073576460779
NUBLE,Municipal,Urbano,1,Inasistencia Reiterada,254,0.8761580893613758
NUBLE,Municipal,Urbano,2,Asistencia esperada,8851,0.9591997733202428
NUBLE,Municipal,Urbano,2,Inasistencia Crítica,194,0.27209646943236665
NUBLE,Municipal,Urbano,2,Inasistencia Grave,2211,0.7608227100868445
NUBLE,Municipal,Urbano,2,Inasistencia Reiterada,1734,0.8767112415831307
NUBLE,Municipal,Urbano,3,Asistencia esperada,153,0.9806539402659354
NUBLE,Municipal,Urbano,3,Inasistencia Crítica,52,0.20605331863782508
NUBLE,Municipal,Urbano,3,Inasistencia Grave,37,0.6797393480996687
NUBLE,Municipal,Urbano,3,Inasistencia Reiterada,13,0.8780454400180098
NUBLE,Municipal,Urbano,4,Asistencia esperada,294,0.9645866191241529
NUBLE,Municipal,Urbano,4,Inasistencia Crítica,42,0.26622188603902913
NUBLE,Municipal,Urbano,4,Inasistencia Grave,100,0.7061553094687427
NUBLE,Municipal,Urbano,4,Inasistencia Reiterada,32,0.8768050878707575
NUBLE,Municipal,Urbano,5,Asistencia esperada,4153,0.9556625358017105
NUBLE,Municipal,Urbano,5,Inasistencia Crítica,238,0.2647476731075104
NUBLE,Municipal,Urbano,5,Inasistencia Grave,1119,0.7573114869294496
NUBLE,Municipal,Urbano,5,Inasistencia Reiterada,897,0.8778244651901274
NUBLE,Municipal,Urbano,6,Asistencia esperada,366,0.9669111018769663
NUBLE,Municipal,Urbano,6,Inasistencia Crítica,192,0.2116403665319879
